relative_path,physical_path,runtime_alias_path,size_bytes,sha256
02_ModelComparison\per_output\Vibrational response _ FRF (g_N) _ 300-3000 Hz _ AVG\method_comparison_fold_metrics_ok_only.xlsx,C:\Users\chuck\Documents\Codex\2026-06-22\a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p\experiments\lab_001_xy_connection_20260626\results\TRAIN-REPLAY-001\TRAIN-REPLAY-001-20260731-001\generated_outputs\02_ModelComparison\per_output\Vibrational response _ FRF (g_N) _ 300-3000 Hz _ AVG\method_comparison_fold_metrics_ok_only.xlsx,C:\Users\chuck\Documents\Codex\_runlinks\TR1\02_ModelComparison\per_output\Vibrational response _ FRF (g_N) _ 300-3000 Hz _ AVG\method_comparison_fold_metrics_ok_only.xlsx,18772,a2dfe08beafbc5391a588f8671b439ceb197fcc306ce92b2936744f98f25fa0c
02_ModelComparison\per_output\Vibrational response _ FRF (g_N) _ 300-3000 Hz _ AVG\method_comparison_summary.csv,C:\Users\chuck\Documents\Codex\2026-06-22\a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p\experiments\lab_001_xy_connection_20260626\results\TRAIN-REPLAY-001\TRAIN-REPLAY-001-20260731-001\generated_outputs\02_ModelComparison\per_output\Vibrational response _ FRF (g_N) _ 300-3000 Hz _ AVG\method_comparison_summary.csv,C:\Users\chuck\Documents\Codex\_runlinks\TR1\02_ModelComparison\per_output\Vibrational response _ FRF (g_N) _ 300-3000 Hz _ AVG\method_comparison_summary.csv,5916,1e266ec174e5b51b307f78b532ecc11638f8df5fd8b4cec9d40b87cfb1850fb8
02_ModelComparison\per_output\Vibrational response _ FRF (g_N) _ 300-3000 Hz _ AVG\method_comparison_summary.xlsx,C:\Users\chuck\Documents\Codex\2026-06-22\a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p\experiments\lab_001_xy_connection_20260626\results\TRAIN-REPLAY-001\TRAIN-REPLAY-001-20260731-001\generated_outputs\02_ModelComparison\per_output\Vibrational response _ FRF (g_N) _ 300-3000 Hz _ AVG\method_comparison_summary.xlsx,C:\Users\chuck\Documents\Codex\_runlinks\TR1\02_ModelComparison\per_output\Vibrational response _ FRF (g_N) _ 300-3000 Hz _ AVG\method_comparison_summary.xlsx,9236,5d6eb7a09a2b9c12d1fb3ed45169bd8c0c8ba5c67477b3a6e870852f6d4a1243
02_ModelComparison\per_output\Vibrational response _ FRF (g_N) _ 300-8000 Hz _ AVG\method_comparison_fold_metrics.csv,C:\Users\chuck\Documents\Codex\2026-06-22\a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p\experiments\lab_001_xy_connection_20260626\results\TRAIN-REPLAY-001\TRAIN-REPLAY-001-20260731-001\generated_outputs\02_ModelComparison\per_output\Vibrational response _ FRF (g_N) _ 300-8000 Hz _ AVG\method_comparison_fold_metrics.csv,C:\Users\chuck\Documents\Codex\_runlinks\TR1\02_ModelComparison\per_output\Vibrational response _ FRF (g_N) _ 300-8000 Hz _ AVG\method_comparison_fold_metrics.csv,71396,9032fe37dceb8e25f4ee68738db09d82c40d4bcb5006172b85a15b59e9d54ef1
02_ModelComparison\per_output\Vibrational response _ FRF (g_N) _ 300-8000 Hz _ AVG\method_comparison_fold_metrics.xlsx,C:\Users\chuck\Documents\Codex\2026-06-22\a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p\experiments\lab_001_xy_connection_20260626\results\TRAIN-REPLAY-001\TRAIN-REPLAY-001-20260731-001\generated_outputs\02_ModelComparison\per_output\Vibrational response _ FRF (g_N) _ 300-8000 Hz _ AVG\method_comparison_fold_metrics.xlsx,C:\Users\chuck\Documents\Codex\_runlinks\TR1\02_ModelComparison\per_output\Vibrational response _ FRF (g_N) _ 300-8000 Hz _ AVG\method_comparison_fold_metrics.xlsx,18127,4af659a10534afc3a3120dca757fba5042a9c4bf9652cb961730a9038981a7fa
02_ModelComparison\per_output\Vibrational response _ FRF (g_N) _ 300-8000 Hz _ AVG\method_comparison_fold_metrics_ok_only.csv,C:\Users\chuck\Documents\Codex\2026-06-22\a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p\experiments\lab_001_xy_connection_20260626\results\TRAIN-REPLAY-001\TRAIN-REPLAY-001-20260731-001\generated_outputs\02_ModelComparison\per_output\Vibrational response _ FRF (g_N) _ 300-8000 Hz _ AVG\method_comparison_fold_metrics_ok_only.csv,C:\Users\chuck\Documents\Codex\_runlinks\TR1\02_ModelComparison\per_output\Vibrational response _ FRF (g_N) _ 300-8000 Hz _ AVG\method_comparison_fold_metrics_ok_only.csv,71396,9032fe37dceb8e25f4ee68738db09d82c40d4bcb5006172b85a15b59e9d54ef1
02_ModelComparison\per_output\Vibrational response _ FRF (g_N) _ 300-8000 Hz _ AVG\method_comparison_fold_metrics_ok_only.xlsx,C:\Users\chuck\Documents\Codex\2026-06-22\a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p\experiments\lab_001_xy_connection_20260626\results\TRAIN-REPLAY-001\TRAIN-REPLAY-001-20260731-001\generated_outputs\02_ModelComparison\per_output\Vibrational response _ FRF (g_N) _ 300-8000 Hz _ AVG\method_comparison_fold_metrics_ok_only.xlsx,C:\Users\chuck\Documents\Codex\_runlinks\TR1\02_ModelComparison\per_output\Vibrational response _ FRF (g_N) _ 300-8000 Hz _ AVG\method_comparison_fold_metrics_ok_only.xlsx,18127,4af659a10534afc3a3120dca757fba5042a9c4bf9652cb961730a9038981a7fa
02_ModelComparison\per_output\Vibrational response _ FRF (g_N) _ 300-8000 Hz _ AVG\method_comparison_summary.csv,C:\Users\chuck\Documents\Codex\2026-06-22\a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p\experiments\lab_001_xy_connection_20260626\results\TRAIN-REPLAY-001\TRAIN-REPLAY-001-20260731-001\generated_outputs\02_ModelComparison\per_output\Vibrational response _ FRF (g_N) _ 300-8000 Hz _ AVG\method_comparison_summary.csv,C:\Users\chuck\Documents\Codex\_runlinks\TR1\02_ModelComparison\per_output\Vibrational response _ FRF (g_N) _ 300-8000 Hz _ AVG\method_comparison_summary.csv,5559,99f058c204966184ce419c469372c8409b157e460950b7abd7c1315541690945
02_ModelComparison\per_output\Vibrational response _ FRF (g_N) _ 300-8000 Hz _ AVG\method_comparison_summary.xlsx,C:\Users\chuck\Documents\Codex\2026-06-22\a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p\experiments\lab_001_xy_connection_20260626\results\TRAIN-REPLAY-001\TRAIN-REPLAY-001-20260731-001\generated_outputs\02_ModelComparison\per_output\Vibrational response _ FRF (g_N) _ 300-8000 Hz _ AVG\method_comparison_summary.xlsx,C:\Users\chuck\Documents\Codex\_runlinks\TR1\02_ModelComparison\per_output\Vibrational response _ FRF (g_N) _ 300-8000 Hz _ AVG\method_comparison_summary.xlsx,9023,d2aced064c636fcc732e68db3316ba60f0224738ad720e7a9656470b79a234be
02_ModelComparison\per_output\Vibrational response _ FRF (g_N) _ 3000-6500 Hz _ AVG\method_comparison_fold_metrics.csv,C:\Users\chuck\Documents\Codex\2026-06-22\a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p\experiments\lab_001_xy_connection_20260626\results\TRAIN-REPLAY-001\TRAIN-REPLAY-001-20260731-001\generated_outputs\02_ModelComparison\per_output\Vibrational response _ FRF (g_N) _ 3000-6500 Hz _ AVG\method_comparison_fold_metrics.csv,C:\Users\chuck\Documents\Codex\_runlinks\TR1\02_ModelComparison\per_output\Vibrational response _ FRF (g_N) _ 3000-6500 Hz _ AVG\method_comparison_fold_metrics.csv,71983,941e2777240812ae7d3dfa4c5b0c475fdb7aac98cbdba76676246a85d3de0c04
02_ModelComparison\per_output\Vibrational response _ FRF (g_N) _ 3000-6500 Hz _ AVG\method_comparison_fold_metrics.xlsx,C:\Users\chuck\Documents\Codex\2026-06-22\a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p\experiments\lab_001_xy_connection_20260626\results\TRAIN-REPLAY-001\TRAIN-REPLAY-001-20260731-001\generated_outputs\02_ModelComparison\per_output\Vibrational response _ FRF (g_N) _ 3000-6500 Hz _ AVG\method_comparison_fold_metrics.xlsx,C:\Users\chuck\Documents\Codex\_runlinks\TR1\02_ModelComparison\per_output\Vibrational response _ FRF (g_N) _ 3000-6500 Hz _ AVG\method_comparison_fold_metrics.xlsx,18007,f0d6e45031af6f016050c7b0085076388383e605586e5783caa1ec51398c7db7
02_ModelComparison\per_output\Vibrational response _ FRF (g_N) _ 3000-6500 Hz _ AVG\method_comparison_fold_metrics_ok_only.csv,C:\Users\chuck\Documents\Codex\2026-06-22\a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p\experiments\lab_001_xy_connection_20260626\results\TRAIN-REPLAY-001\TRAIN-REPLAY-001-20260731-001\generated_outputs\02_ModelComparison\per_output\Vibrational response _ FRF (g_N) _ 3000-6500 Hz _ AVG\method_comparison_fold_metrics_ok_only.csv,C:\Users\chuck\Documents\Codex\_runlinks\TR1\02_ModelComparison\per_output\Vibrational response _ FRF (g_N) _ 3000-6500 Hz _ AVG\method_comparison_fold_metrics_ok_only.csv,71983,941e2777240812ae7d3dfa4c5b0c475fdb7aac98cbdba76676246a85d3de0c04
02_ModelComparison\per_output\Vibrational response _ FRF (g_N) _ 3000-6500 Hz _ AVG\method_comparison_fold_metrics_ok_only.xlsx,C:\Users\chuck\Documents\Codex\2026-06-22\a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p\experiments\lab_001_xy_connection_20260626\results\TRAIN-REPLAY-001\TRAIN-REPLAY-001-20260731-001\generated_outputs\02_ModelComparison\per_output\Vibrational response _ FRF (g_N) _ 3000-6500 Hz _ AVG\method_comparison_fold_metrics_ok_only.xlsx,C:\Users\chuck\Documents\Codex\_runlinks\TR1\02_ModelComparison\per_output\Vibrational response _ FRF (g_N) _ 3000-6500 Hz _ AVG\method_comparison_fold_metrics_ok_only.xlsx,18007,694f7002d4ef00d8b1c6c5aa14640a6da5585fdf4e27059a2a3f769c7c9636e8
02_ModelComparison\per_output\Vibrational response _ FRF (g_N) _ 3000-6500 Hz _ AVG\method_comparison_summary.csv,C:\Users\chuck\Documents\Codex\2026-06-22\a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p\experiments\lab_001_xy_connection_20260626\results\TRAIN-REPLAY-001\TRAIN-REPLAY-001-20260731-001\generated_outputs\02_ModelComparison\per_output\Vibrational response _ FRF (g_N) _ 3000-6500 Hz _ AVG\method_comparison_summary.csv,C:\Users\chuck\Documents\Codex\_runlinks\TR1\02_ModelComparison\per_output\Vibrational response _ FRF (g_N) _ 3000-6500 Hz _ AVG\method_comparison_summary.csv,5311,f9800306f8ad576c417a9e1c73ca7d1adbd19d1346735dfdcd1f938c7e6f7565
02_ModelComparison\per_output\Vibrational response _ FRF (g_N) _ 3000-6500 Hz _ AVG\method_comparison_summary.xlsx,C:\Users\chuck\Documents\Codex\2026-06-22\a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p\experiments\lab_001_xy_connection_20260626\results\TRAIN-REPLAY-001\TRAIN-REPLAY-001-20260731-001\generated_outputs\02_ModelComparison\per_output\Vibrational response _ FRF (g_N) _ 3000-6500 Hz _ AVG\method_comparison_summary.xlsx,C:\Users\chuck\Documents\Codex\_runlinks\TR1\02_ModelComparison\per_output\Vibrational response _ FRF (g_N) _ 3000-6500 Hz _ AVG\method_comparison_summary.xlsx,8853,88c3e88bb8ac1dbc57fec01f44e54d2b65b5420062ad9b27549ed74f8da18dc4
02_ModelComparison\per_output\Vibrational response _ FRF (g_N) _ 6500-8000 Hz _ AVG\method_comparison_fold_metrics.csv,C:\Users\chuck\Documents\Codex\2026-06-22\a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p\experiments\lab_001_xy_connection_20260626\results\TRAIN-REPLAY-001\TRAIN-REPLAY-001-20260731-001\generated_outputs\02_ModelComparison\per_output\Vibrational response _ FRF (g_N) _ 6500-8000 Hz _ AVG\method_comparison_fold_metrics.csv,C:\Users\chuck\Documents\Codex\_runlinks\TR1\02_ModelComparison\per_output\Vibrational response _ FRF (g_N) _ 6500-8000 Hz _ AVG\method_comparison_fold_metrics.csv,76661,41e2081f3b1c9821fbafb1d5a072e59cbaf8084f8410f14f731b3aa5bbb81824
02_ModelComparison\per_output\Vibrational response _ FRF (g_N) _ 6500-8000 Hz _ AVG\method_comparison_fold_metrics.xlsx,C:\Users\chuck\Documents\Codex\2026-06-22\a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p\experiments\lab_001_xy_connection_20260626\results\TRAIN-REPLAY-001\TRAIN-REPLAY-001-20260731-001\generated_outputs\02_ModelComparison\per_output\Vibrational response _ FRF (g_N) _ 6500-8000 Hz _ AVG\method_comparison_fold_metrics.xlsx,C:\Users\chuck\Documents\Codex\_runlinks\TR1\02_ModelComparison\per_output\Vibrational response _ FRF (g_N) _ 6500-8000 Hz _ AVG\method_comparison_fold_metrics.xlsx,18526,998b029bfffe9727c5a50bf7e65032e09702c909d14924e369fcb51f8088c049
02_ModelComparison\per_output\Vibrational response _ FRF (g_N) _ 6500-8000 Hz _ AVG\method_comparison_fold_metrics_ok_only.csv,C:\Users\chuck\Documents\Codex\2026-06-22\a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p\experiments\lab_001_xy_connection_20260626\results\TRAIN-REPLAY-001\TRAIN-REPLAY-001-20260731-001\generated_outputs\02_ModelComparison\per_output\Vibrational response _ FRF (g_N) _ 6500-8000 Hz _ AVG\method_comparison_fold_metrics_ok_only.csv,C:\Users\chuck\Documents\Codex\_runlinks\TR1\02_ModelComparison\per_output\Vibrational response _ FRF (g_N) _ 6500-8000 Hz _ AVG\method_comparison_fold_metrics_ok_only.csv,76661,41e2081f3b1c9821fbafb1d5a072e59cbaf8084f8410f14f731b3aa5bbb81824
02_ModelComparison\per_output\Vibrational response _ FRF (g_N) _ 6500-8000 Hz _ AVG\method_comparison_fold_metrics_ok_only.xlsx,C:\Users\chuck\Documents\Codex\2026-06-22\a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p\experiments\lab_001_xy_connection_20260626\results\TRAIN-REPLAY-001\TRAIN-REPLAY-001-20260731-001\generated_outputs\02_ModelComparison\per_output\Vibrational response _ FRF (g_N) _ 6500-8000 Hz _ AVG\method_comparison_fold_metrics_ok_only.xlsx,C:\Users\chuck\Documents\Codex\_runlinks\TR1\02_ModelComparison\per_output\Vibrational response _ FRF (g_N) _ 6500-8000 Hz _ AVG\method_comparison_fold_metrics_ok_only.xlsx,18526,998b029bfffe9727c5a50bf7e65032e09702c909d14924e369fcb51f8088c049
02_ModelComparison\per_output\Vibrational response _ FRF (g_N) _ 6500-8000 Hz _ AVG\method_comparison_summary.csv,C:\Users\chuck\Documents\Codex\2026-06-22\a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p\experiments\lab_001_xy_connection_20260626\results\TRAIN-REPLAY-001\TRAIN-REPLAY-001-20260731-001\generated_outputs\02_ModelComparison\per_output\Vibrational response _ FRF (g_N) _ 6500-8000 Hz _ AVG\method_comparison_summary.csv,C:\Users\chuck\Documents\Codex\_runlinks\TR1\02_ModelComparison\per_output\Vibrational response _ FRF (g_N) _ 6500-8000 Hz _ AVG\method_comparison_summary.csv,5798,44fe53f7c61631a0f04f46dc03609217065733035b7bb4152dc360637d4d6f9d
02_ModelComparison\per_output\Vibrational response _ FRF (g_N) _ 6500-8000 Hz _ AVG\method_comparison_summary.xlsx,C:\Users\chuck\Documents\Codex\2026-06-22\a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p\experiments\lab_001_xy_connection_20260626\results\TRAIN-REPLAY-001\TRAIN-REPLAY-001-20260731-001\generated_outputs\02_ModelComparison\per_output\Vibrational response _ FRF (g_N) _ 6500-8000 Hz _ AVG\method_comparison_summary.xlsx,C:\Users\chuck\Documents\Codex\_runlinks\TR1\02_ModelComparison\per_output\Vibrational response _ FRF (g_N) _ 6500-8000 Hz _ AVG\method_comparison_summary.xlsx,9220,bb852af45ee514d176eb62e6e244e651747b5bf514b6b3a5fe84ed88c3fd69bb
02_ModelComparison\per_output\Yield strength\method_comparison_fold_metrics.csv,C:\Users\chuck\Documents\Codex\2026-06-22\a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p\experiments\lab_001_xy_connection_20260626\results\TRAIN-REPLAY-001\TRAIN-REPLAY-001-20260731-001\generated_outputs\02_ModelComparison\per_output\Yield strength\method_comparison_fold_metrics.csv,C:\Users\chuck\Documents\Codex\_runlinks\TR1\02_ModelComparison\per_output\Yield strength\method_comparison_fold_metrics.csv,67825,0d482fc660ae02af7b8857f1bba85946319e3110eaf53cdac6cef1bef23995fc
02_ModelComparison\per_output\Yield strength\method_comparison_fold_metrics.xlsx,C:\Users\chuck\Documents\Codex\2026-06-22\a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p\experiments\lab_001_xy_connection_20260626\results\TRAIN-REPLAY-001\TRAIN-REPLAY-001-20260731-001\generated_outputs\02_ModelComparison\per_output\Yield strength\method_comparison_fold_metrics.xlsx,C:\Users\chuck\Documents\Codex\_runlinks\TR1\02_ModelComparison\per_output\Yield strength\method_comparison_fold_metrics.xlsx,16810,270e092b1e3f3d928f23c051078c0e31d14464c4d5224662b7bb6b6db5c3c8fb
02_ModelComparison\per_output\Yield strength\method_comparison_fold_metrics_ok_only.csv,C:\Users\chuck\Documents\Codex\2026-06-22\a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p\experiments\lab_001_xy_connection_20260626\results\TRAIN-REPLAY-001\TRAIN-REPLAY-001-20260731-001\generated_outputs\02_ModelComparison\per_output\Yield strength\method_comparison_fold_metrics_ok_only.csv,C:\Users\chuck\Documents\Codex\_runlinks\TR1\02_ModelComparison\per_output\Yield strength\method_comparison_fold_metrics_ok_only.csv,67825,0d482fc660ae02af7b8857f1bba85946319e3110eaf53cdac6cef1bef23995fc
02_ModelComparison\per_output\Yield strength\method_comparison_fold_metrics_ok_only.xlsx,C:\Users\chuck\Documents\Codex\2026-06-22\a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p\experiments\lab_001_xy_connection_20260626\results\TRAIN-REPLAY-001\TRAIN-REPLAY-001-20260731-001\generated_outputs\02_ModelComparison\per_output\Yield strength\method_comparison_fold_metrics_ok_only.xlsx,C:\Users\chuck\Documents\Codex\_runlinks\TR1\02_ModelComparison\per_output\Yield strength\method_comparison_fold_metrics_ok_only.xlsx,16810,270e092b1e3f3d928f23c051078c0e31d14464c4d5224662b7bb6b6db5c3c8fb
02_ModelComparison\per_output\Yield strength\method_comparison_summary.csv,C:\Users\chuck\Documents\Codex\2026-06-22\a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p\experiments\lab_001_xy_connection_20260626\results\TRAIN-REPLAY-001\TRAIN-REPLAY-001-20260731-001\generated_outputs\02_ModelComparison\per_output\Yield strength\method_comparison_summary.csv,C:\Users\chuck\Documents\Codex\_runlinks\TR1\02_ModelComparison\per_output\Yield strength\method_comparison_summary.csv,5539,1bf0dd924b952149b8b9439f7bcddcd36428ab8ebeb79308506de5be663c5b55
02_ModelComparison\per_output\Yield strength\method_comparison_summary.xlsx,C:\Users\chuck\Documents\Codex\2026-06-22\a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p\experiments\lab_001_xy_connection_20260626\results\TRAIN-REPLAY-001\TRAIN-REPLAY-001-20260731-001\generated_outputs\02_ModelComparison\per_output\Yield strength\method_comparison_summary.xlsx,C:\Users\chuck\Documents\Codex\_runlinks\TR1\02_ModelComparison\per_output\Yield strength\method_comparison_summary.xlsx,9107,d10220a059fa1edfb88d3abbeee0f9fede30eb917b8881e852be71dc8971f2ab
02_ModelComparison\repeated_group_target_variance_diag.csv,C:\Users\chuck\Documents\Codex\2026-06-22\a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p\experiments\lab_001_xy_connection_20260626\results\TRAIN-REPLAY-001\TRAIN-REPLAY-001-20260731-001\generated_outputs\02_ModelComparison\repeated_group_target_variance_diag.csv,C:\Users\chuck\Documents\Codex\_runlinks\TR1\02_ModelComparison\repeated_group_target_variance_diag.csv,1207,a98600466bf4413e5a6e20b5341c1d559a94960170176b503896f7fd8756af74
02_ModelComparison\repeated_group_target_variance_diag.xlsx,C:\Users\chuck\Documents\Codex\2026-06-22\a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p\experiments\lab_001_xy_connection_20260626\results\TRAIN-REPLAY-001\TRAIN-REPLAY-001-20260731-001\generated_outputs\02_ModelComparison\repeated_group_target_variance_diag.xlsx,C:\Users\chuck\Documents\Codex\_runlinks\TR1\02_ModelComparison\repeated_group_target_variance_diag.xlsx,6260,5ce397c8e2462aecb6ee6f2974ae0a5d48a2dbc2c3e53f25b858105835fd5a80
02_ModelComparison\target_variance_diagnostics.csv,C:\Users\chuck\Documents\Codex\2026-06-22\a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p\experiments\lab_001_xy_connection_20260626\results\TRAIN-REPLAY-001\TRAIN-REPLAY-001-20260731-001\generated_outputs\02_ModelComparison\target_variance_diagnostics.csv,C:\Users\chuck\Documents\Codex\_runlinks\TR1\02_ModelComparison\target_variance_diagnostics.csv,1435,e842a80d5350714f9fb7ced6e4d3c0109a47b9340d61eae9fc23d838c03007ac
02_ModelComparison\target_variance_diagnostics.xlsx,C:\Users\chuck\Documents\Codex\2026-06-22\a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p\experiments\lab_001_xy_connection_20260626\results\TRAIN-REPLAY-001\TRAIN-REPLAY-001-20260731-001\generated_outputs\02_ModelComparison\target_variance_diagnostics.xlsx,C:\Users\chuck\Documents\Codex\_runlinks\TR1\02_ModelComparison\target_variance_diagnostics.xlsx,6348,726d8dd1ae1e585331067a7d95b5d56d84a442eba3eb0250d75290e975da34bd
03_FinalModelBackup\APS_model_backup.joblib,C:\Users\chuck\Documents\Codex\2026-06-22\a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p\experiments\lab_001_xy_connection_20260626\results\TRAIN-REPLAY-001\TRAIN-REPLAY-001-20260731-001\generated_outputs\03_FinalModelBackup\APS_model_backup.joblib,C:\Users\chuck\Documents\Codex\_runlinks\TR1\03_FinalModelBackup\APS_model_backup.joblib,123249,25a9e1051f1d68ffb16e26b9f20dfc505483bae71cb0c385858458d4a2d5e1cd
03_FinalModelBackup\AS_model_backup.joblib,C:\Users\chuck\Documents\Codex\2026-06-22\a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p\experiments\lab_001_xy_connection_20260626\results\TRAIN-REPLAY-001\TRAIN-REPLAY-001-20260731-001\generated_outputs\03_FinalModelBackup\AS_model_backup.joblib,C:\Users\chuck\Documents\Codex\_runlinks\TR1\03_FinalModelBackup\AS_model_backup.joblib,111405,4b266bf976e450e683102720f5ff81ae85f44e1b65b87d89e053f50cadf16aed
03_FinalModelBackup\Com. Strength_model_backup.joblib,C:\Users\chuck\Documents\Codex\2026-06-22\a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p\experiments\lab_001_xy_connection_20260626\results\TRAIN-REPLAY-001\TRAIN-REPLAY-001-20260731-001\generated_outputs\03_FinalModelBackup\Com. Strength_model_backup.joblib,C:\Users\chuck\Documents\Codex\_runlinks\TR1\03_FinalModelBackup\Com. Strength_model_backup.joblib,111945,5c6ccf6512ce4c14235ac84a747dbc6e8d8b18338dc6a5f6570bc09ff6937754
03_FinalModelBackup\Densif. strength_model_backup.joblib,C:\Users\chuck\Documents\Codex\2026-06-22\a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p\experiments\lab_001_xy_connection_20260626\results\TRAIN-REPLAY-001\TRAIN-REPLAY-001-20260731-001\generated_outputs\03_FinalModelBackup\Densif. strength_model_backup.joblib,C:\Users\chuck\Documents\Codex\_runlinks\TR1\03_FinalModelBackup\Densif. strength_model_backup.joblib,112885,338fd6adf2f641e83753837f8802f22e158c9b97f4a609e9d427de796874cf93
03_FinalModelBackup\Modulus_model_backup.joblib,C:\Users\chuck\Documents\Codex\2026-06-22\a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p\experiments\lab_001_xy_connection_20260626\results\TRAIN-REPLAY-001\TRAIN-REPLAY-001-20260731-001\generated_outputs\03_FinalModelBackup\Modulus_model_backup.joblib,C:\Users\chuck\Documents\Codex\_runlinks\TR1\03_FinalModelBackup\Modulus_model_backup.joblib,129392,a7e3c47f6b85130708d5d532245b3713e869890b9dd22c0dea1b065708d7884b
03_FinalModelBackup\Thermal characteristics _ Cooling rate _ °C_s_model_backup.joblib,C:\Users\chuck\Documents\Codex\2026-06-22\a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p\experiments\lab_001_xy_connection_20260626\results\TRAIN-REPLAY-001\TRAIN-REPLAY-001-20260731-001\generated_outputs\03_FinalModelBackup\Thermal characteristics _ Cooling rate _ °C_s_model_backup.joblib,C:\Users\chuck\Documents\Codex\_runlinks\TR1\03_FinalModelBackup\Thermal characteristics _ Cooling rate _ °C_s_model_backup.joblib,132881,c88054ae425339b763a3cfd5d71f13e62b5c9331424809493826aa2c2a9e3279
03_FinalModelBackup\Thermal characteristics _ h _ W_m.K_model_backup.joblib,C:\Users\chuck\Documents\Codex\2026-06-22\a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p\experiments\lab_001_xy_connection_20260626\results\TRAIN-REPLAY-001\TRAIN-REPLAY-001-20260731-001\generated_outputs\03_FinalModelBackup\Thermal characteristics _ h _ W_m.K_model_backup.joblib,C:\Users\chuck\Documents\Codex\_runlinks\TR1\03_FinalModelBackup\Thermal characteristics _ h _ W_m.K_model_backup.joblib,54460,2a7245db29e80500d3abbb3c72edfda7d5f41fc32da4f6bdf095108e583ae752
03_FinalModelBackup\Thermal characteristics _ Heating rate _ °C_s_model_backup.joblib,C:\Users\chuck\Documents\Codex\2026-06-22\a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p\experiments\lab_001_xy_connection_20260626\results\TRAIN-REPLAY-001\TRAIN-REPLAY-001-20260731-001\generated_outputs\03_FinalModelBackup\Thermal characteristics _ Heating rate _ °C_s_model_backup.joblib,C:\Users\chuck\Documents\Codex\_runlinks\TR1\03_FinalModelBackup\Thermal characteristics _ Heating rate _ °C_s_model_backup.joblib,131380,915145d8db36c6875e5d7778a5cee3a11335a603ae09fa48b42330960a3fcb30
03_FinalModelBackup\Thermal characteristics _ Heating Temp _ °C_s_model_backup.joblib,C:\Users\chuck\Documents\Codex\2026-06-22\a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p\experiments\lab_001_xy_connection_20260626\results\TRAIN-REPLAY-001\TRAIN-REPLAY-001-20260731-001\generated_outputs\03_FinalModelBackup\Thermal characteristics _ Heating Temp _ °C_s_model_backup.joblib,C:\Users\chuck\Documents\Codex\_runlinks\TR1\03_FinalModelBackup\Thermal characteristics _ Heating Temp _ °C_s_model_backup.joblib,145358,1715828c56b7b598bf358449589522b2aa5d47af9a75917bf65c09b3cd4b566c
