work_id,track,purpose,position_in_full_pipeline,planned_scope,last_completed_run,currently_active_run,execution_status,calculation_scope,qa_status,scientific_status,notebook_integration_status,regression_status,submission_status,source_files,result_files,config_and_environment,evidence_hash,confirmed_conclusion,claim_boundary,remaining_problem,next_gate,owner_session,last_verified_at,primary_evidence_path,release_status
R09-20260704-016B,training_feature_selection,Historic official-log work ID; no matching direct result root identified in this cutoff.,unresolved; producer run/evidence must be located,log-provenance record only,,,unresolved_log_only,not inferred,no_result_root_or_qa_evidence_identified,unresolved,unresolved,unresolved,not_assessed,,experiments/lab_001_xy_connection_20260626/runlog.md:2588,not inferred from log mention,7f5d641e5b296cc97994e9788939e1b14d8dc57613f7677ac21a061cd01db5ba,Only that the ID occurs in an official-state log.,"No execution, QA, or scientific completion implied.",Locate producer run or explicitly archive as historical/log-only.,reverse trace from official log to producer evidence.,historical/unknown,2026-07-31T11:36:30+09:00,experiments/lab_001_xy_connection_20260626/runlog.md,not_assessed
R09-20260704-017,training_feature_selection,Historic official-log work ID; no matching direct result root identified in this cutoff.,unresolved; producer run/evidence must be located,log-provenance record only,,,unresolved_log_only,not inferred,no_result_root_or_qa_evidence_identified,unresolved,unresolved,unresolved,not_assessed,,experiments/lab_001_xy_connection_20260626/runlog.md:2643,not inferred from log mention,7f5d641e5b296cc97994e9788939e1b14d8dc57613f7677ac21a061cd01db5ba,Only that the ID occurs in an official-state log.,"No execution, QA, or scientific completion implied.",Locate producer run or explicitly archive as historical/log-only.,reverse trace from official log to producer evidence.,historical/unknown,2026-07-31T11:36:30+09:00,experiments/lab_001_xy_connection_20260626/runlog.md,not_assessed
R09-20260704-018,training_feature_selection,Historic official-log work ID; no matching direct result root identified in this cutoff.,unresolved; producer run/evidence must be located,log-provenance record only,,,unresolved_log_only,not inferred,no_result_root_or_qa_evidence_identified,unresolved,unresolved,unresolved,not_assessed,,experiments/lab_001_xy_connection_20260626/runlog.md:2719,not inferred from log mention,7f5d641e5b296cc97994e9788939e1b14d8dc57613f7677ac21a061cd01db5ba,Only that the ID occurs in an official-state log.,"No execution, QA, or scientific completion implied.",Locate producer run or explicitly archive as historical/log-only.,reverse trace from official log to producer evidence.,historical/unknown,2026-07-31T11:36:30+09:00,experiments/lab_001_xy_connection_20260626/runlog.md,not_assessed
R09-20260704-018A,training_feature_selection,Historic official-log work ID; no matching direct result root identified in this cutoff.,unresolved; producer run/evidence must be located,log-provenance record only,,,unresolved_log_only,not inferred,no_result_root_or_qa_evidence_identified,unresolved,unresolved,unresolved,not_assessed,,experiments/lab_001_xy_connection_20260626/runlog.md:2724,not inferred from log mention,7f5d641e5b296cc97994e9788939e1b14d8dc57613f7677ac21a061cd01db5ba,Only that the ID occurs in an official-state log.,"No execution, QA, or scientific completion implied.",Locate producer run or explicitly archive as historical/log-only.,reverse trace from official log to producer evidence.,historical/unknown,2026-07-31T11:36:30+09:00,experiments/lab_001_xy_connection_20260626/runlog.md,not_assessed
R09-20260704-018B,training_feature_selection,Historic official-log work ID; no matching direct result root identified in this cutoff.,unresolved; producer run/evidence must be located,log-provenance record only,,,unresolved_log_only,not inferred,no_result_root_or_qa_evidence_identified,unresolved,unresolved,unresolved,not_assessed,,experiments/lab_001_xy_connection_20260626/runlog.md:2781,not inferred from log mention,7f5d641e5b296cc97994e9788939e1b14d8dc57613f7677ac21a061cd01db5ba,Only that the ID occurs in an official-state log.,"No execution, QA, or scientific completion implied.",Locate producer run or explicitly archive as historical/log-only.,reverse trace from official log to producer evidence.,historical/unknown,2026-07-31T11:36:30+09:00,experiments/lab_001_xy_connection_20260626/runlog.md,not_assessed
R09-20260705-018B,training_feature_selection,Historic official-log work ID; no matching direct result root identified in this cutoff.,unresolved; producer run/evidence must be located,log-provenance record only,,,unresolved_log_only,not inferred,no_result_root_or_qa_evidence_identified,unresolved,unresolved,unresolved,not_assessed,,experiments/lab_001_xy_connection_20260626/runlog.md:2786,not inferred from log mention,7f5d641e5b296cc97994e9788939e1b14d8dc57613f7677ac21a061cd01db5ba,Only that the ID occurs in an official-state log.,"No execution, QA, or scientific completion implied.",Locate producer run or explicitly archive as historical/log-only.,reverse trace from official log to producer evidence.,historical/unknown,2026-07-31T11:36:30+09:00,experiments/lab_001_xy_connection_20260626/runlog.md,not_assessed
R09-20260705-019,training_feature_selection,Historic official-log work ID; no matching direct result root identified in this cutoff.,unresolved; producer run/evidence must be located,log-provenance record only,,,unresolved_log_only,not inferred,no_result_root_or_qa_evidence_identified,unresolved,unresolved,unresolved,not_assessed,,experiments/lab_001_xy_connection_20260626/runlog.md:2858,not inferred from log mention,7f5d641e5b296cc97994e9788939e1b14d8dc57613f7677ac21a061cd01db5ba,Only that the ID occurs in an official-state log.,"No execution, QA, or scientific completion implied.",Locate producer run or explicitly archive as historical/log-only.,reverse trace from official log to producer evidence.,historical/unknown,2026-07-31T11:36:30+09:00,experiments/lab_001_xy_connection_20260626/runlog.md,not_assessed
R09-20260705-020,training_feature_selection,Historic official-log work ID; no matching direct result root identified in this cutoff.,unresolved; producer run/evidence must be located,log-provenance record only,,,unresolved_log_only,not inferred,no_result_root_or_qa_evidence_identified,unresolved,unresolved,unresolved,not_assessed,,experiments/lab_001_xy_connection_20260626/runlog.md:2966,not inferred from log mention,7f5d641e5b296cc97994e9788939e1b14d8dc57613f7677ac21a061cd01db5ba,Only that the ID occurs in an official-state log.,"No execution, QA, or scientific completion implied.",Locate producer run or explicitly archive as historical/log-only.,reverse trace from official log to producer evidence.,historical/unknown,2026-07-31T11:36:30+09:00,experiments/lab_001_xy_connection_20260626/runlog.md,not_assessed
R09-20260706-020A,training_feature_selection,Historic official-log work ID; no matching direct result root identified in this cutoff.,unresolved; producer run/evidence must be located,log-provenance record only,,,unresolved_log_only,not inferred,no_result_root_or_qa_evidence_identified,unresolved,unresolved,unresolved,not_assessed,,experiments/lab_001_xy_connection_20260626/runlog.md:2969,not inferred from log mention,7f5d641e5b296cc97994e9788939e1b14d8dc57613f7677ac21a061cd01db5ba,Only that the ID occurs in an official-state log.,"No execution, QA, or scientific completion implied.",Locate producer run or explicitly archive as historical/log-only.,reverse trace from official log to producer evidence.,historical/unknown,2026-07-31T11:36:30+09:00,experiments/lab_001_xy_connection_20260626/runlog.md,not_assessed
R09-20260706-020B,training_feature_selection,Historic official-log work ID; no matching direct result root identified in this cutoff.,unresolved; producer run/evidence must be located,log-provenance record only,,,unresolved_log_only,not inferred,no_result_root_or_qa_evidence_identified,unresolved,unresolved,unresolved,not_assessed,,experiments/lab_001_xy_connection_20260626/runlog.md:3028,not inferred from log mention,7f5d641e5b296cc97994e9788939e1b14d8dc57613f7677ac21a061cd01db5ba,Only that the ID occurs in an official-state log.,"No execution, QA, or scientific completion implied.",Locate producer run or explicitly archive as historical/log-only.,reverse trace from official log to producer evidence.,historical/unknown,2026-07-31T11:36:30+09:00,experiments/lab_001_xy_connection_20260626/runlog.md,not_assessed
R09-20260706-020C,training_feature_selection,Historic official-log work ID; no matching direct result root identified in this cutoff.,unresolved; producer run/evidence must be located,log-provenance record only,,,unresolved_log_only,not inferred,no_result_root_or_qa_evidence_identified,unresolved,unresolved,unresolved,not_assessed,,experiments/lab_001_xy_connection_20260626/runlog.md:3072,not inferred from log mention,7f5d641e5b296cc97994e9788939e1b14d8dc57613f7677ac21a061cd01db5ba,Only that the ID occurs in an official-state log.,"No execution, QA, or scientific completion implied.",Locate producer run or explicitly archive as historical/log-only.,reverse trace from official log to producer evidence.,historical/unknown,2026-07-31T11:36:30+09:00,experiments/lab_001_xy_connection_20260626/runlog.md,not_assessed
R09-20260706-020D,training_feature_selection,Historic official-log work ID; no matching direct result root identified in this cutoff.,unresolved; producer run/evidence must be located,log-provenance record only,,,unresolved_log_only,not inferred,no_result_root_or_qa_evidence_identified,unresolved,unresolved,unresolved,not_assessed,,experiments/lab_001_xy_connection_20260626/runlog.md:3150,not inferred from log mention,7f5d641e5b296cc97994e9788939e1b14d8dc57613f7677ac21a061cd01db5ba,Only that the ID occurs in an official-state log.,"No execution, QA, or scientific completion implied.",Locate producer run or explicitly archive as historical/log-only.,reverse trace from official log to producer evidence.,historical/unknown,2026-07-31T11:36:30+09:00,experiments/lab_001_xy_connection_20260626/runlog.md,not_assessed
R09-20260706-020E,training_feature_selection,Historic official-log work ID; no matching direct result root identified in this cutoff.,unresolved; producer run/evidence must be located,log-provenance record only,,,unresolved_log_only,not inferred,no_result_root_or_qa_evidence_identified,unresolved,unresolved,unresolved,not_assessed,,experiments/lab_001_xy_connection_20260626/runlog.md:3245,not inferred from log mention,7f5d641e5b296cc97994e9788939e1b14d8dc57613f7677ac21a061cd01db5ba,Only that the ID occurs in an official-state log.,"No execution, QA, or scientific completion implied.",Locate producer run or explicitly archive as historical/log-only.,reverse trace from official log to producer evidence.,historical/unknown,2026-07-31T11:36:30+09:00,experiments/lab_001_xy_connection_20260626/runlog.md,not_assessed
R09-20260706-020F,training_feature_selection,Historic official-log work ID; no matching direct result root identified in this cutoff.,unresolved; producer run/evidence must be located,log-provenance record only,,,unresolved_log_only,not inferred,no_result_root_or_qa_evidence_identified,unresolved,unresolved,unresolved,not_assessed,,experiments/lab_001_xy_connection_20260626/runlog.md:3373,not inferred from log mention,7f5d641e5b296cc97994e9788939e1b14d8dc57613f7677ac21a061cd01db5ba,Only that the ID occurs in an official-state log.,"No execution, QA, or scientific completion implied.",Locate producer run or explicitly archive as historical/log-only.,reverse trace from official log to producer evidence.,historical/unknown,2026-07-31T11:36:30+09:00,experiments/lab_001_xy_connection_20260626/runlog.md,not_assessed
R09-20260706-020G,training_feature_selection,Historic official-log work ID; no matching direct result root identified in this cutoff.,unresolved; producer run/evidence must be located,log-provenance record only,,,unresolved_log_only,not inferred,no_result_root_or_qa_evidence_identified,unresolved,unresolved,unresolved,not_assessed,,experiments/lab_001_xy_connection_20260626/runlog.md:3501,not inferred from log mention,7f5d641e5b296cc97994e9788939e1b14d8dc57613f7677ac21a061cd01db5ba,Only that the ID occurs in an official-state log.,"No execution, QA, or scientific completion implied.",Locate producer run or explicitly archive as historical/log-only.,reverse trace from official log to producer evidence.,historical/unknown,2026-07-31T11:36:30+09:00,experiments/lab_001_xy_connection_20260626/runlog.md,not_assessed
R09-20260706-020H,training_feature_selection,Historic official-log work ID; no matching direct result root identified in this cutoff.,unresolved; producer run/evidence must be located,log-provenance record only,,,unresolved_log_only,not inferred,no_result_root_or_qa_evidence_identified,unresolved,unresolved,unresolved,not_assessed,,experiments/lab_001_xy_connection_20260626/runlog.md:3573,not inferred from log mention,7f5d641e5b296cc97994e9788939e1b14d8dc57613f7677ac21a061cd01db5ba,Only that the ID occurs in an official-state log.,"No execution, QA, or scientific completion implied.",Locate producer run or explicitly archive as historical/log-only.,reverse trace from official log to producer evidence.,historical/unknown,2026-07-31T11:36:30+09:00,experiments/lab_001_xy_connection_20260626/runlog.md,not_assessed
R09-20260707-020H,training_feature_selection,Historic official-log work ID; no matching direct result root identified in this cutoff.,unresolved; producer run/evidence must be located,log-provenance record only,,,unresolved_log_only,not inferred,no_result_root_or_qa_evidence_identified,unresolved,unresolved,unresolved,not_assessed,,experiments/lab_001_xy_connection_20260626/runlog.md:3578,not inferred from log mention,7f5d641e5b296cc97994e9788939e1b14d8dc57613f7677ac21a061cd01db5ba,Only that the ID occurs in an official-state log.,"No execution, QA, or scientific completion implied.",Locate producer run or explicitly archive as historical/log-only.,reverse trace from official log to producer evidence.,historical/unknown,2026-07-31T11:36:30+09:00,experiments/lab_001_xy_connection_20260626/runlog.md,not_assessed
R09-20260707-020I,training_feature_selection,Historic official-log work ID; no matching direct result root identified in this cutoff.,unresolved; producer run/evidence must be located,log-provenance record only,,,unresolved_log_only,not inferred,no_result_root_or_qa_evidence_identified,unresolved,unresolved,unresolved,not_assessed,,experiments/lab_001_xy_connection_20260626/runlog.md:3650,not inferred from log mention,7f5d641e5b296cc97994e9788939e1b14d8dc57613f7677ac21a061cd01db5ba,Only that the ID occurs in an official-state log.,"No execution, QA, or scientific completion implied.",Locate producer run or explicitly archive as historical/log-only.,reverse trace from official log to producer evidence.,historical/unknown,2026-07-31T11:36:30+09:00,experiments/lab_001_xy_connection_20260626/runlog.md,not_assessed
R09-20260707-020J,training_feature_selection,Historic official-log work ID; no matching direct result root identified in this cutoff.,unresolved; producer run/evidence must be located,log-provenance record only,,,unresolved_log_only,not inferred,no_result_root_or_qa_evidence_identified,unresolved,unresolved,unresolved,not_assessed,,experiments/lab_001_xy_connection_20260626/runlog.md:3721,not inferred from log mention,7f5d641e5b296cc97994e9788939e1b14d8dc57613f7677ac21a061cd01db5ba,Only that the ID occurs in an official-state log.,"No execution, QA, or scientific completion implied.",Locate producer run or explicitly archive as historical/log-only.,reverse trace from official log to producer evidence.,historical/unknown,2026-07-31T11:36:30+09:00,experiments/lab_001_xy_connection_20260626/runlog.md,not_assessed
R09-20260707-020K,training_feature_selection,Historic official-log work ID; no matching direct result root identified in this cutoff.,unresolved; producer run/evidence must be located,log-provenance record only,,,unresolved_log_only,not inferred,no_result_root_or_qa_evidence_identified,unresolved,unresolved,unresolved,not_assessed,,experiments/lab_001_xy_connection_20260626/runlog.md:3798,not inferred from log mention,7f5d641e5b296cc97994e9788939e1b14d8dc57613f7677ac21a061cd01db5ba,Only that the ID occurs in an official-state log.,"No execution, QA, or scientific completion implied.",Locate producer run or explicitly archive as historical/log-only.,reverse trace from official log to producer evidence.,historical/unknown,2026-07-31T11:36:30+09:00,experiments/lab_001_xy_connection_20260626/runlog.md,not_assessed
R09-20260707-020L,training_feature_selection,Historic official-log work ID; no matching direct result root identified in this cutoff.,unresolved; producer run/evidence must be located,log-provenance record only,,,unresolved_log_only,not inferred,no_result_root_or_qa_evidence_identified,unresolved,unresolved,unresolved,not_assessed,,experiments/lab_001_xy_connection_20260626/runlog.md:3967,not inferred from log mention,7f5d641e5b296cc97994e9788939e1b14d8dc57613f7677ac21a061cd01db5ba,Only that the ID occurs in an official-state log.,"No execution, QA, or scientific completion implied.",Locate producer run or explicitly archive as historical/log-only.,reverse trace from official log to producer evidence.,historical/unknown,2026-07-31T11:36:30+09:00,experiments/lab_001_xy_connection_20260626/runlog.md,not_assessed
R09-20260707-020M,training_feature_selection,Historic official-log work ID; no matching direct result root identified in this cutoff.,unresolved; producer run/evidence must be located,log-provenance record only,,,unresolved_log_only,not inferred,no_result_root_or_qa_evidence_identified,unresolved,unresolved,unresolved,not_assessed,,experiments/lab_001_xy_connection_20260626/runlog.md:4073,not inferred from log mention,7f5d641e5b296cc97994e9788939e1b14d8dc57613f7677ac21a061cd01db5ba,Only that the ID occurs in an official-state log.,"No execution, QA, or scientific completion implied.",Locate producer run or explicitly archive as historical/log-only.,reverse trace from official log to producer evidence.,historical/unknown,2026-07-31T11:36:30+09:00,experiments/lab_001_xy_connection_20260626/runlog.md,not_assessed
R09-20260707-020N,training_feature_selection,Historic official-log work ID; no matching direct result root identified in this cutoff.,unresolved; producer run/evidence must be located,log-provenance record only,,,unresolved_log_only,not inferred,no_result_root_or_qa_evidence_identified,unresolved,unresolved,unresolved,not_assessed,,experiments/lab_001_xy_connection_20260626/runlog.md:4197,not inferred from log mention,7f5d641e5b296cc97994e9788939e1b14d8dc57613f7677ac21a061cd01db5ba,Only that the ID occurs in an official-state log.,"No execution, QA, or scientific completion implied.",Locate producer run or explicitly archive as historical/log-only.,reverse trace from official log to producer evidence.,historical/unknown,2026-07-31T11:36:30+09:00,experiments/lab_001_xy_connection_20260626/runlog.md,not_assessed
R09-20260707-020O,training_feature_selection,Historic official-log work ID; no matching direct result root identified in this cutoff.,unresolved; producer run/evidence must be located,log-provenance record only,,,unresolved_log_only,not inferred,no_result_root_or_qa_evidence_identified,unresolved,unresolved,unresolved,not_assessed,,experiments/lab_001_xy_connection_20260626/runlog.md:4276,not inferred from log mention,7f5d641e5b296cc97994e9788939e1b14d8dc57613f7677ac21a061cd01db5ba,Only that the ID occurs in an official-state log.,"No execution, QA, or scientific completion implied.",Locate producer run or explicitly archive as historical/log-only.,reverse trace from official log to producer evidence.,historical/unknown,2026-07-31T11:36:30+09:00,experiments/lab_001_xy_connection_20260626/runlog.md,not_assessed
R09-20260707-020P,training_feature_selection,Historic official-log work ID; no matching direct result root identified in this cutoff.,unresolved; producer run/evidence must be located,log-provenance record only,,,unresolved_log_only,not inferred,no_result_root_or_qa_evidence_identified,unresolved,unresolved,unresolved,not_assessed,,experiments/lab_001_xy_connection_20260626/runlog.md:4358,not inferred from log mention,7f5d641e5b296cc97994e9788939e1b14d8dc57613f7677ac21a061cd01db5ba,Only that the ID occurs in an official-state log.,"No execution, QA, or scientific completion implied.",Locate producer run or explicitly archive as historical/log-only.,reverse trace from official log to producer evidence.,historical/unknown,2026-07-31T11:36:30+09:00,experiments/lab_001_xy_connection_20260626/runlog.md,not_assessed
R09-20260707-020Q,training_feature_selection,Historic official-log work ID; no matching direct result root identified in this cutoff.,unresolved; producer run/evidence must be located,log-provenance record only,,,unresolved_log_only,not inferred,no_result_root_or_qa_evidence_identified,unresolved,unresolved,unresolved,not_assessed,,experiments/lab_001_xy_connection_20260626/runlog.md:4431,not inferred from log mention,7f5d641e5b296cc97994e9788939e1b14d8dc57613f7677ac21a061cd01db5ba,Only that the ID occurs in an official-state log.,"No execution, QA, or scientific completion implied.",Locate producer run or explicitly archive as historical/log-only.,reverse trace from official log to producer evidence.,historical/unknown,2026-07-31T11:36:30+09:00,experiments/lab_001_xy_connection_20260626/runlog.md,not_assessed
R09-20260707-020R,training_feature_selection,Historic official-log work ID; no matching direct result root identified in this cutoff.,unresolved; producer run/evidence must be located,log-provenance record only,,,unresolved_log_only,not inferred,no_result_root_or_qa_evidence_identified,unresolved,unresolved,unresolved,not_assessed,,experiments/lab_001_xy_connection_20260626/runlog.md:4475,not inferred from log mention,7f5d641e5b296cc97994e9788939e1b14d8dc57613f7677ac21a061cd01db5ba,Only that the ID occurs in an official-state log.,"No execution, QA, or scientific completion implied.",Locate producer run or explicitly archive as historical/log-only.,reverse trace from official log to producer evidence.,historical/unknown,2026-07-31T11:36:30+09:00,experiments/lab_001_xy_connection_20260626/runlog.md,not_assessed
R09-20260707-020S,training_feature_selection,Historic official-log work ID; no matching direct result root identified in this cutoff.,unresolved; producer run/evidence must be located,log-provenance record only,,,unresolved_log_only,not inferred,no_result_root_or_qa_evidence_identified,unresolved,unresolved,unresolved,not_assessed,,experiments/lab_001_xy_connection_20260626/runlog.md:4537,not inferred from log mention,7f5d641e5b296cc97994e9788939e1b14d8dc57613f7677ac21a061cd01db5ba,Only that the ID occurs in an official-state log.,"No execution, QA, or scientific completion implied.",Locate producer run or explicitly archive as historical/log-only.,reverse trace from official log to producer evidence.,historical/unknown,2026-07-31T11:36:30+09:00,experiments/lab_001_xy_connection_20260626/runlog.md,not_assessed
R09-20260707-020T,training_feature_selection,Historic official-log work ID; no matching direct result root identified in this cutoff.,unresolved; producer run/evidence must be located,log-provenance record only,,,unresolved_log_only,not inferred,no_result_root_or_qa_evidence_identified,unresolved,unresolved,unresolved,not_assessed,,experiments/lab_001_xy_connection_20260626/runlog.md:4589,not inferred from log mention,7f5d641e5b296cc97994e9788939e1b14d8dc57613f7677ac21a061cd01db5ba,Only that the ID occurs in an official-state log.,"No execution, QA, or scientific completion implied.",Locate producer run or explicitly archive as historical/log-only.,reverse trace from official log to producer evidence.,historical/unknown,2026-07-31T11:36:30+09:00,experiments/lab_001_xy_connection_20260626/runlog.md,not_assessed
R09-20260708-020T,training_feature_selection,Historic official-log work ID; no matching direct result root identified in this cutoff.,unresolved; producer run/evidence must be located,log-provenance record only,,,unresolved_log_only,not inferred,no_result_root_or_qa_evidence_identified,unresolved,unresolved,unresolved,not_assessed,,experiments/lab_001_xy_connection_20260626/runlog.md:4601,not inferred from log mention,7f5d641e5b296cc97994e9788939e1b14d8dc57613f7677ac21a061cd01db5ba,Only that the ID occurs in an official-state log.,"No execution, QA, or scientific completion implied.",Locate producer run or explicitly archive as historical/log-only.,reverse trace from official log to producer evidence.,historical/unknown,2026-07-31T11:36:30+09:00,experiments/lab_001_xy_connection_20260626/runlog.md,not_assessed
R09-20260708-020U,training_feature_selection,Historic official-log work ID; no matching direct result root identified in this cutoff.,unresolved; producer run/evidence must be located,log-provenance record only,,,unresolved_log_only,not inferred,no_result_root_or_qa_evidence_identified,unresolved,unresolved,unresolved,not_assessed,,experiments/lab_001_xy_connection_20260626/runlog.md:4702,not inferred from log mention,7f5d641e5b296cc97994e9788939e1b14d8dc57613f7677ac21a061cd01db5ba,Only that the ID occurs in an official-state log.,"No execution, QA, or scientific completion implied.",Locate producer run or explicitly archive as historical/log-only.,reverse trace from official log to producer evidence.,historical/unknown,2026-07-31T11:36:30+09:00,experiments/lab_001_xy_connection_20260626/runlog.md,not_assessed
R09-20260714-THETA-002,training_feature_selection,Historic official-log work ID; no matching direct result root identified in this cutoff.,unresolved; producer run/evidence must be located,log-provenance record only,,,unresolved_log_only,not inferred,no_result_root_or_qa_evidence_identified,unresolved,unresolved,unresolved,not_assessed,,AI_START_HERE.md:4220,not inferred from log mention,53ccc7bd56ab05cc78c512506904061f2486a31c808aea8dd59437bb0a983343,Only that the ID occurs in an official-state log.,"No execution, QA, or scientific completion implied.",Locate producer run or explicitly archive as historical/log-only.,reverse trace from official log to producer evidence.,historical/unknown,2026-07-31T11:36:30+09:00,AI_START_HERE.md,not_assessed
R09-20260715-RESLICE-003,training_feature_selection,Historic official-log work ID; no matching direct result root identified in this cutoff.,unresolved; producer run/evidence must be located,log-provenance record only,,,unresolved_log_only,not inferred,no_result_root_or_qa_evidence_identified,unresolved,unresolved,unresolved,not_assessed,,AI_START_HERE.md:659,not inferred from log mention,53ccc7bd56ab05cc78c512506904061f2486a31c808aea8dd59437bb0a983343,Only that the ID occurs in an official-state log.,"No execution, QA, or scientific completion implied.",Locate producer run or explicitly archive as historical/log-only.,reverse trace from official log to producer evidence.,historical/unknown,2026-07-31T11:36:30+09:00,AI_START_HERE.md,not_assessed
R09-20260720-TOUR-C001-T3C-GM-001,training_feature_selection,Historic official-log work ID; no matching direct result root identified in this cutoff.,unresolved; producer run/evidence must be located,log-provenance record only,,,unresolved_log_only,not inferred,no_result_root_or_qa_evidence_identified,unresolved,unresolved,unresolved,not_assessed,,outputs/URP4-1_ROADMAP_LOG.md:8045,not inferred from log mention,bd3c4fb6da9e2e13aae70329b6279201395209e11da9a1543f1a5cd73bb90f47,Only that the ID occurs in an official-state log.,"No execution, QA, or scientific completion implied.",Locate producer run or explicitly archive as historical/log-only.,reverse trace from official log to producer evidence.,historical/unknown,2026-07-31T11:36:30+09:00,outputs/URP4-1_ROADMAP_LOG.md,not_assessed
R09-20260720-TOUR-C001-T3D-GM-NESTED-001,training_feature_selection,Historic official-log work ID; no matching direct result root identified in this cutoff.,unresolved; producer run/evidence must be located,log-provenance record only,,,unresolved_log_only,not inferred,no_result_root_or_qa_evidence_identified,unresolved,unresolved,unresolved,not_assessed,,outputs/URP4-1_ROADMAP_LOG.md:8078,not inferred from log mention,bd3c4fb6da9e2e13aae70329b6279201395209e11da9a1543f1a5cd73bb90f47,Only that the ID occurs in an official-state log.,"No execution, QA, or scientific completion implied.",Locate producer run or explicitly archive as historical/log-only.,reverse trace from official log to producer evidence.,historical/unknown,2026-07-31T11:36:30+09:00,outputs/URP4-1_ROADMAP_LOG.md,not_assessed
R09-20260720-TOUR-C001-T3E-L-DOMAIN-ANGLE-001,training_feature_selection,Historic official-log work ID; no matching direct result root identified in this cutoff.,unresolved; producer run/evidence must be located,log-provenance record only,,,unresolved_log_only,not inferred,no_result_root_or_qa_evidence_identified,unresolved,unresolved,unresolved,not_assessed,,outputs/URP4-1_ROADMAP_LOG.md:8112,not inferred from log mention,bd3c4fb6da9e2e13aae70329b6279201395209e11da9a1543f1a5cd73bb90f47,Only that the ID occurs in an official-state log.,"No execution, QA, or scientific completion implied.",Locate producer run or explicitly archive as historical/log-only.,reverse trace from official log to producer evidence.,historical/unknown,2026-07-31T11:36:30+09:00,outputs/URP4-1_ROADMAP_LOG.md,not_assessed
R09-20260720-TOUR-C001-T3F-ARCH-001,training_feature_selection,Historic official-log work ID; no matching direct result root identified in this cutoff.,unresolved; producer run/evidence must be located,log-provenance record only,,,unresolved_log_only,not inferred,no_result_root_or_qa_evidence_identified,unresolved,unresolved,unresolved,not_assessed,,outputs/URP4-1_ROADMAP_LOG.md:8148,not inferred from log mention,bd3c4fb6da9e2e13aae70329b6279201395209e11da9a1543f1a5cd73bb90f47,Only that the ID occurs in an official-state log.,"No execution, QA, or scientific completion implied.",Locate producer run or explicitly archive as historical/log-only.,reverse trace from official log to producer evidence.,historical/unknown,2026-07-31T11:36:30+09:00,outputs/URP4-1_ROADMAP_LOG.md,not_assessed
R09-20260720-TOUR-C001-T3F-E1-ARCH-001,training_feature_selection,Historic official-log work ID; no matching direct result root identified in this cutoff.,unresolved; producer run/evidence must be located,log-provenance record only,,,unresolved_log_only,not inferred,no_result_root_or_qa_evidence_identified,unresolved,unresolved,unresolved,not_assessed,,outputs/URP4-1_ROADMAP_LOG.md:8184,not inferred from log mention,bd3c4fb6da9e2e13aae70329b6279201395209e11da9a1543f1a5cd73bb90f47,Only that the ID occurs in an official-state log.,"No execution, QA, or scientific completion implied.",Locate producer run or explicitly archive as historical/log-only.,reverse trace from official log to producer evidence.,historical/unknown,2026-07-31T11:36:30+09:00,outputs/URP4-1_ROADMAP_LOG.md,not_assessed
R09-20260720-TOUR-C001-T3G-DECISION-001,training_feature_selection,Historic official-log work ID; no matching direct result root identified in this cutoff.,unresolved; producer run/evidence must be located,log-provenance record only,,,unresolved_log_only,not inferred,no_result_root_or_qa_evidence_identified,unresolved,unresolved,unresolved,not_assessed,,outputs/URP4-1_ROADMAP_LOG.md:8217,not inferred from log mention,bd3c4fb6da9e2e13aae70329b6279201395209e11da9a1543f1a5cd73bb90f47,Only that the ID occurs in an official-state log.,"No execution, QA, or scientific completion implied.",Locate producer run or explicitly archive as historical/log-only.,reverse trace from official log to producer evidence.,historical/unknown,2026-07-31T11:36:30+09:00,outputs/URP4-1_ROADMAP_LOG.md,not_assessed
R09-20260720-TOUR-C001-T3H-GX-PREREG-001,training_feature_selection,Historic official-log work ID; no matching direct result root identified in this cutoff.,unresolved; producer run/evidence must be located,log-provenance record only,,,unresolved_log_only,not inferred,no_result_root_or_qa_evidence_identified,unresolved,unresolved,unresolved,not_assessed,,outputs/URP4-1_ROADMAP_LOG.md:8248,not inferred from log mention,bd3c4fb6da9e2e13aae70329b6279201395209e11da9a1543f1a5cd73bb90f47,Only that the ID occurs in an official-state log.,"No execution, QA, or scientific completion implied.",Locate producer run or explicitly archive as historical/log-only.,reverse trace from official log to producer evidence.,historical/unknown,2026-07-31T11:36:30+09:00,outputs/URP4-1_ROADMAP_LOG.md,not_assessed
R09-20260720-TOUR-C001-T3H-GX-TARGET-TRANSFER-001,training_feature_selection,Historic official-log work ID; no matching direct result root identified in this cutoff.,unresolved; producer run/evidence must be located,log-provenance record only,,,unresolved_log_only,not inferred,no_result_root_or_qa_evidence_identified,unresolved,unresolved,unresolved,not_assessed,,outputs/URP4-1_ROADMAP_LOG.md:8282,not inferred from log mention,bd3c4fb6da9e2e13aae70329b6279201395209e11da9a1543f1a5cd73bb90f47,Only that the ID occurs in an official-state log.,"No execution, QA, or scientific completion implied.",Locate producer run or explicitly archive as historical/log-only.,reverse trace from official log to producer evidence.,historical/unknown,2026-07-31T11:36:30+09:00,outputs/URP4-1_ROADMAP_LOG.md,not_assessed
